IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
000285-01012017,1/1/17,2017,1:33:38 PM,13,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,IG11,0,19904098,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000039,THAMES,THAMES,,,546150,182450,,,London,Barking,234.0,Barking,443.0,East Ham,2.0,2.0,2.0,4.0,1304.0
000487-01012017,1/1/17,2017,11:14:20 PM,23,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,UB9 6JH,UB9,10091098745,21400974,E09000017,HILLINGDON,Hillingdon,E05000330,HAREFIELD,HAREFIELD,505149.0,190913.0,505150,190950,51.60724718,-0.482975678,London,Ruislip,459.0,Ruislip,,,2.0,2.0,2.0,1.0,326.0
000023-01012017,1/1/17,2017,12:29:51 AM,0,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N5,0,21605118,E09000019,ISLINGTON,Islington,E05000377,MILDMAY,MILDMAY,,,532450,185150,,,London,Islington,243.0,Islington,255.0,Stoke Newington,4.0,4.0,4.0,5.0,1630.0
000392-01012017,1/1/17,2017,7:17:06 PM,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W9,0,8400308,E09000033,WESTMINSTER,Westminster,E05000640,MAIDA VALE,MAIDA VALE,,,525750,182450,,,London,Paddington,256.0,Paddington,264.0,Paddington,1.0,2.0,6.0,16.0,5216.0
000472-01012017,1/1/17,2017,10:29:26 PM,22,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,NW11,0,20020960,E09000003,BARNET,Barnet,E05000053,GOLDERS GREEN,GOLDERS GREEN,,,524150,188750,,,London,Hendon,328.0,Hendon,329.0,Hendon,1.0,2.0,2.0,1.0,326.0
000008-01012017,1/1/17,2017,12:12:44 AM,0,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,UB6 8LY,UB6,12052608,20600176,E09000009,EALING,Ealing,E05000178,GREENFORD GREEN,GREENFORD GREEN,514211.0,183917.0,514250,183950,51.54260486,-0.354443402,London,Northolt,415.0,Northolt,420.0,Northolt,1.0,2.0,2.0,1.0,326.0
000237-01012017,1/1/17,2017,10:43:47 AM,10,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,WC2H 7BL,WC2H,100023431648,8400439,E09000033,WESTMINSTER,Westminster,E05000644,ST. JAMES'S,ST. JAMES'S,529783.0,180792.0,529750,180750,51.51115958,-0.131162319,London,Soho,191.0,Soho,216.0,Soho,1.0,2.0,2.0,1.0,326.0
000077-01012017,1/1/17,2017,1:38:42 AM,1,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,WC1H 9JE,WC1H,10091861905,20400873,E09000007,CAMDEN,Camden,E05000141,KING'S CROSS,KING'S CROSS,530126.0,182786.0,530150,182750,51.52900053,-0.12548639,London,Euston,185.0,Euston,,,2.0,2.0,2.0,1.0,326.0
000334-01012017,1/1/17,2017,4:16:18 PM,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,N9,0,20706078,E09000010,ENFIELD,Enfield,E05000197,EDMONTON GREEN,EDMONTON GREEN,,,534550,193550,,,London,Edmonton,375.0,Enfield,393.0,Enfield,2.0,4.0,4.0,2.0,652.0
000238-01012017,1/1/17,2017,10:48:26 AM,10,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,N1,0,21605584,E09000019,ISLINGTON,Islington,E05000369,CANONBURY,CANONBURY,,,532850,184550,,,London,Islington,250.0,Homerton,308.0,Shoreditch,3.0,3.0,3.0,1.0,326.0
000287-01012017,1/1/17,2017,1:35:21 PM,13,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,E17,0,22843350,E09000031,WALTHAM FOREST,Waltham Forest,E05000606,MARKHOUSE,MARKHOUSE,,,536250,188350,,,London,Walthamstow,329.0,Walthamstow,330.0,Walthamstow,1.0,2.0,2.0,3.0,978.0
000439-01012017,1/1/17,2017,9:24:52 PM,21,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,EN2 8JL,EN2,207183897,20703006,E09000010,ENFIELD,Enfield,E05000202,HIGHLANDS,HIGHLANDS,531297.0,198151.0,531250,198150,51.66680642,-0.102869362,London,Enfield,655.0,Enfield,,,1.0,1.0,1.0,1.0,326.0
000470-01012017,1/1/17,2017,10:21:35 PM,22,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,CR2,0,20501744,E09000008,CROYDON,Croydon,E05011480,Selsdon & Addington Village,Selsdon & Addington Village,,,535850,162850,,,London,Addington,265.0,Addington,268.0,Addington,1.0,2.0,2.0,1.0,326.0
000236-01012017,1/1/17,2017,10:41:53 AM,10,False Alarm,False alarm - Good intent,,Non Residential,Single shop ,Correct incident location,CR0 4HY,CR0,100023535657,20502404,E09000008,CROYDON,Croydon,E05011487,Waddon,Waddon,531471.0,163820.0,531450,163850,51.35824595,-0.113146796,London,Croydon,313.0,Norbury,363.0,Purley,2.0,2.0,2.0,1.0,326.0
000091-01012017,1/1/17,2017,1:57:56 AM,1,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,KT9,0,21800599,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000405,CHESSINGTON SOUTH,CHESSINGTON SOUTH,,,517750,163750,,,London,Surbiton,,,,,1.0,1.0,1.0,1.0,326.0
000489-01012017,1/1/17,2017,11:31:43 PM,23,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE16,0,22503079,E09000028,SOUTHWARK,Southwark,E05011106,North Bermondsey,North Bermondsey,,,534650,179450,,,London,Dockhead,332.0,Dockhead,,,1.0,1.0,1.0,2.0,652.0
000222-01012017,1/1/17,2017,9:59:17 AM,9,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E3,0,22700525,E09000030,TOWER HAMLETS,Tower Hamlets,E05009322,BROMLEY SOUTH,BROMLEY SOUTH,,,537450,181850,,,London,Poplar,,,,,1.0,1.0,1.0,1.0,326.0
000048-01012017,1/1/17,2017,12:47:35 AM,0,False Alarm,AFA,,Non Residential,Multi-Storey car park,Within same building,E14 9SD,E14,6155619,22700725,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,BLACKWALL & CUBITT TOWN,BLACKWALL & CUBITT TOWN,538153.0,179788.0,538150,179750,51.50015417,-0.011015763,London,Millwall,104.0,Millwall,,,1.0,1.0,1.0,1.0,326.0
000456-01012017,1/1/17,2017,9:52:03 PM,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW16,0,21901390,E09000022,LAMBETH,Lambeth,E05000428,ST. LEONARD'S,ST. LEONARD'S,,,529950,171750,,,London,Tooting,197.0,Tooting,208.0,Tooting,1.0,2.0,2.0,1.0,326.0
000486-01012017,1/1/17,2017,11:11:31 PM,23,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,HA1 1AS,HA1,10002293939,21201071,E09000015,HARROW,Harrow,E05000288,GREENHILL,GREENHILL,515328.0,188251.0,515350,188250,51.58133081,-0.33692282100000004,London,Harrow,386.0,Harrow,,,1.0,1.0,1.0,1.0,326.0
000381-01012017,1/1/17,2017,7:08:00 PM,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SE10,0,20801109,E09000011,GREENWICH,Greenwich,E05000225,PENINSULA,PENINSULA,,,538850,178050,,,London,Greenwich,269.0,East Greenwich,368.0,East Greenwich,1.0,2.0,2.0,2.0,652.0
000318-01012017,1/1/17,2017,3:18:59 PM,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,UB5,0,20600500,E09000009,EALING,Ealing,E05000184,NORTHOLT MANDEVILLE,NORTHOLT MANDEVILLE,,,513050,185150,,,London,Northolt,352.0,Northolt,,,1.0,1.0,1.0,1.0,326.0
000078-01012017,1/1/17,2017,1:41:32 AM,1,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,SE15 2RX,SE15,200003382590,22500521,E09000028,SOUTHWARK,Southwark,E05011109,Old Kent Road,Old Kent Road,535053.0,177237.0,535050,177250,51.47797854,-0.056625135,London,New Cross,193.0,New Cross,,,1.0,1.0,1.0,1.0,326.0
000408-01012017,1/1/17,2017,7:57:24 PM,19,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E15,0,22201287,E09000025,NEWHAM,Newham,E05000494,WEST HAM,WEST HAM,,,538950,183750,,,London,Stratford,201.0,Stratford,,,1.0,1.0,1.0,1.0,326.0
000105-01012017,1/1/17,2017,2:31:58 AM,2,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,UB5,0,20600500,E09000009,EALING,Ealing,E05000184,NORTHOLT MANDEVILLE,NORTHOLT MANDEVILLE,,,513150,185150,,,London,Northolt,307.0,Northolt,487.0,Northolt,1.0,2.0,2.0,1.0,326.0
000271-01012017,1/1/17,2017,12:48:14 PM,12,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Nearby address - no building in street,CR0 4HD,CR0,100022905654,20502401,E09000008,CROYDON,Croydon,E05011487,Waddon,Waddon,531855.0,164726.0,531850,164750,51.36629914,-0.107299391,London,Croydon,492.0,Wallington,,,1.0,1.0,1.0,1.0,326.0
000410-01012017,1/1/17,2017,8:06:01 PM,20,Special Service,Special Service,Effecting entry/exit,Non Residential,Club/night club ,Correct incident location,N16 8BH,N16,100023548275,20900978,E09000012,HACKNEY,Hackney,E05009382,SHACKLEWELL,SHACKLEWELL,533542.0,185302.0,533550,185350,51.55081298,-0.075316702,London,Stoke Newington,287.0,Stoke Newington,,,1.0,1.0,1.0,1.0,326.0
000333-01012017,1/1/17,2017,4:15:52 PM,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W3,0,20601220,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000251,ASKEW,ASKEW,,,521250,179850,,,London,Acton,450.0,Chiswick,,,1.0,1.0,1.0,1.0,326.0
000089-01012017,1/1/17,2017,1:56:22 AM,1,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,N9,0,20703422,E09000010,ENFIELD,Enfield,E05000204,LOWER EDMONTON,LOWER EDMONTON,,,535350,194050,,,London,Edmonton,,,,,1.0,1.0,1.0,1.0,326.0
000075-01012017,1/1/17,2017,1:35:17 AM,1,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,0,20400476,E09000007,CAMDEN,Camden,E05000136,HAVERSTOCK,HAVERSTOCK,,,528350,184450,,,London,Kentish Town,,,,,1.0,1.0,1.0,1.0,326.0
000288-01012017,1/1/17,2017,1:35:48 PM,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,NW6,0,20201402,E09000005,BRENT,Brent,E05000094,KILBURN,KILBURN,,,525050,182950,,,London,Paddington,302.0,Paddington,361.0,North Kensington,2.0,2.0,2.0,1.0,326.0
000425-01012017,1/1/17,2017,8:48:09 PM,20,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE8,0,22000361,E09000023,LEWISHAM,Lewisham,E05000443,EVELYN,EVELYN,,,537050,177550,,,London,Deptford,151.0,Deptford,,,1.0,1.0,1.0,1.0,326.0
000212-01012017,1/1/17,2017,9:25:41 AM,9,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,NW10,0,20202006,E09000005,BRENT,Brent,E05000100,STONEBRIDGE,STONEBRIDGE,,,520950,184150,,,London,Park Royal,271.0,Willesden,,,1.0,1.0,1.0,1.0,326.0
000256-01012017,1/1/17,2017,12:06:08 PM,12,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,HA7,0,21200986,E09000015,HARROW,Harrow,E05000299,QUEENSBURY,QUEENSBURY,,,518150,190050,,,London,Stanmore,153.0,Stanmore,,,1.0,1.0,1.0,1.0,326.0
000391-01012017,1/1/17,2017,7:16:57 PM,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW10,0,21701169,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009391,CHELSEA RIVERSIDE,CHELSEA RIVERSIDE,,,526650,177450,,,London,Chelsea,293.0,Chelsea,,,1.0,1.0,1.0,1.0,326.0
000007-01012017,1/1/17,2017,12:08:59 AM,0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW8,0,21902108,E09000022,LAMBETH,Lambeth,E05000426,OVAL,OVAL,,,530150,177950,,,London,Lambeth,,,,,1.0,1.0,1.0,1.0,326.0
000335-01012017,1/1/17,2017,4:19:23 PM,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E1,0,22700281,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534850,181450,,,London,Shadwell,237.0,Shadwell,279.0,Bethnal Green,2.0,2.0,2.0,1.0,326.0
000458-01012017,1/1/17,2017,9:58:29 PM,21,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE17 2AL,SE17,10025481910,22502642,E09000028,SOUTHWARK,Southwark,E05011102,Faraday,Faraday,532435.0,178020.0,532450,178050,51.48563378,-0.094008128,London,Old Kent Road,57.0,Dockhead,,,1.0,1.0,1.0,2.0,652.0
000180-01012017,1/1/17,2017,7:24:14 AM,7,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E9,0,20900223,E09000012,HACKNEY,Hackney,E05009376,HOMERTON,HOMERTON,,,535250,184750,,,London,Homerton,191.0,Homerton,,,1.0,1.0,1.0,1.0,326.0
000182-01012017,1/1/17,2017,7:35:46 AM,7,Special Service,Special Service,No action (not false alarm),Non Residential,Hospital ,Correct incident location,SE1 7EH,SE1,100023225345,21901482,E09000022,LAMBETH,Lambeth,E05000416,BISHOP'S,BISHOP'S,530703.0,179517.0,530750,179550,51.49948956,-0.118384658,London,Lambeth,148.0,Lambeth,434.0,Soho,2.0,2.0,2.0,1.0,326.0
000132-01012017,1/1/17,2017,4:22:42 AM,4,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,EN5 5FL,EN5,200141470,20026380,E09000003,BARNET,Barnet,E05000056,HIGH BARNET,HIGH BARNET,526273.0,196291.0,526250,196250,51.65124194,-0.176145863,London,Barnet,234.0,Barnet,435.0,Southgate,2.0,2.0,2.0,1.0,326.0
000198-01012017,1/1/17,2017,8:27:43 AM,8,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,House - single occupancy ,Correct incident location,,SM4,0,22101107,E09000024,MERTON,Merton,E05000465,LOWER MORDEN,LOWER MORDEN,,,524050,167550,,,London,New Malden,332.0,Wimbledon,,,1.0,1.0,1.0,1.0,326.0
000255-01012017,1/1/17,2017,12:04:20 PM,12,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,KT2 7QB,KT2,100023059215,21800429,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000406,COOMBE HILL,COOMBE HILL,519488.0,169773.0,519450,169750,51.41439351,-0.283164274,London,Kingston,325.0,Kingston,355.0,Kingston,2.0,3.0,4.0,1.0,326.0
000199-01012017,1/1/17,2017,8:30:36 AM,8,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,DA8,0,20100026,E09000004,BEXLEY,Bexley,E05011231,Slade Green & Northend,Slade Green & Northend,,,551650,177550,,,London,Erith,275.0,Erith,313.0,Bexley,2.0,2.0,2.0,2.0,652.0
000201-01012017,1/1/17,2017,8:42:27 AM,8,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW12,0,22903508,E09000032,WANDSWORTH,Wandsworth,E05000610,BALHAM,BALHAM,,,528150,174050,,,London,Tooting,235.0,Tooting,256.0,Tooting,1.0,2.0,2.0,1.0,326.0
000135-01012017,1/1/17,2017,4:45:26 AM,4,False Alarm,AFA,,Non Residential,TV/film/music/art studio ,Correct incident location,SE8 4AU,SE8,100023281209,22001093,E09000023,LEWISHAM,Lewisham,E05000449,NEW CROSS,NEW CROSS,537016.0,177196.0,537050,177150,51.47713819,-0.028391791,London,Deptford,322.0,Greenwich,,,1.0,1.0,1.0,1.0,326.0
000316-01012017,1/1/17,2017,3:11:48 PM,15,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,NW3 3HP,NW3,5014615,20400434,E09000007,CAMDEN,Camden,E05000128,BELSIZE,BELSIZE,526819.0,184432.0,526850,184450,51.5445448,-0.172541295,London,West Hampstead,261.0,West Hampstead,,,1.0,1.0,1.0,1.0,326.0
000366-01012017,1/1/17,2017,6:09:49 PM,18,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,SW19 3AN,SW19,48125657,22103774,E09000024,MERTON,Merton,E05000466,MERTON PARK,MERTON PARK,525036.0,169793.0,525050,169750,51.41337769,-0.203417636,London,Wimbledon,149.0,Wimbledon,347.0,New Malden,2.0,2.0,2.0,1.0,326.0
000299-01012017,1/1/17,2017,2:22:25 PM,14,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,KT3 4RW,KT3,48009577,22100936,E09000024,MERTON,Merton,E05000473,WEST BARNES,WEST BARNES,522158.0,168131.0,522150,168150,51.3990674,-0.245353422,London,New Malden,13.0,New Malden,,,1.0,1.0,1.0,1.0,326.0
000457-01012017,1/1/17,2017,9:58:03 PM,21,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,NW10,0,20200729,E09000005,BRENT,Brent,E05000100,STONEBRIDGE,STONEBRIDGE,,,520750,184350,,,London,Park Royal,255.0,Park Royal,337.0,Willesden,3.0,3.0,3.0,1.0,326.0
000165-01012017,1/1/17,2017,6:29:58 AM,6,False Alarm,AFA,,Non Residential,Restaurant/cafe,Correct incident location,SE15 4TP,SE15,200003393134,22502166,E09000028,SOUTHWARK,Southwark,E05011113,Rye Lane,Rye Lane,534373.0,176117.0,534350,176150,51.46807544,-0.066836569,London,Peckham,377.0,Peckham,,,1.0,1.0,1.0,1.0,326.0
000473-01012017,1/1/17,2017,10:33:48 PM,22,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,NW10 3UD,NW10,202021569,20200692,E09000005,BRENT,Brent,E05000091,HARLESDEN,HARLESDEN,521890.0,184050.0,521850,184050,51.54219656,-0.243717998,London,Willesden,318.0,Willesden,,,1.0,1.0,1.0,1.0,326.0
000120-01012017,1/1/17,2017,3:15:50 AM,3,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW6,0,20499034,E09000007,CAMDEN,Camden,E05000140,KILBURN,KILBURN,,,526150,183950,,,London,West Hampstead,307.0,West Hampstead,,,1.0,1.0,1.0,1.0,326.0
000349-01012017,1/1/17,2017,4:46:36 PM,16,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,W7 1PD,W7,12020472,20601872,E09000009,EALING,Ealing,E05000180,HOBBAYNE,HOBBAYNE,515572.0,181555.0,515550,181550,51.52109911,-0.335600716,London,Ealing,552.0,Southall,,,1.0,1.0,1.0,1.0,326.0
000046-01012017,1/1/17,2017,12:46:32 AM,0,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SE18 6LQ,SE18,100023245946,20801201,E09000011,GREENWICH,Greenwich,E05000230,WOOLWICH RIVERSIDE,WOOLWICH RIVERSIDE,543535.0,178991.0,543550,178950,51.49165248,0.066144829,London,Plumstead,286.0,Plumstead,,,1.0,1.0,1.0,1.0,326.0
000061-01012017,1/1/17,2017,1:07:15 AM,1,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW8,0,21901460,E09000022,LAMBETH,Lambeth,E05000419,CLAPHAM TOWN,CLAPHAM TOWN,,,528550,175750,,,London,Clapham,239.0,Battersea,,,1.0,1.0,1.0,1.0,326.0
000331-01012017,1/1/17,2017,4:08:08 PM,16,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,N9 8NZ,N9,207007796,20705046,E09000010,ENFIELD,Enfield,E05000204,LOWER EDMONTON,LOWER EDMONTON,534913.0,194527.0,534950,194550,51.6333847,-0.052012993,London,Edmonton,327.0,Edmonton,339.0,Edmonton,1.0,2.0,2.0,2.0,652.0
000440-01012017,1/1/17,2017,9:27:10 PM,21,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SE28,0,20802080,E09000011,GREENWICH,Greenwich,E05000228,THAMESMEAD MOORINGS,THAMESMEAD MOORINGS,,,545050,180450,,,London,Plumstead,,,,,1.0,1.0,1.0,1.0,326.0
000179-01012017,1/1/17,2017,7:17:03 AM,7,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E13,0,22207747,E09000025,NEWHAM,Newham,E05000486,GREEN STREET WEST,GREEN STREET WEST,,,541050,183750,,,London,Stratford,384.0,Plaistow,,,1.0,1.0,1.0,1.0,326.0
000163-01012017,1/1/17,2017,6:27:37 AM,6,Fire,Primary Fire,,Non Residential,Train station - platform (below ground) ,Correct incident location,W1D 2LR,W1D,10091857304,8400159,E09000033,WESTMINSTER,Westminster,E05000649,WEST END,WEST END,529083.0,181237.0,529050,181250,51.51531895,-0.14108105,London,Soho,281.0,Soho,305.0,Euston,3.0,3.0,3.0,4.0,1304.0
000167-01012017,1/1/17,2017,6:31:24 AM,6,False Alarm,AFA,,Non Residential,Church/Chapel ,Within same building,SE18 6NL,SE18,10010203254,20801201,E09000011,GREENWICH,Greenwich,E05000230,WOOLWICH RIVERSIDE,WOOLWICH RIVERSIDE,543233.0,179157.0,543250,179150,51.49322065,0.06186503,London,Plumstead,312.0,Plumstead,,,1.0,1.0,1.0,1.0,326.0
000348-01012017,1/1/17,2017,4:46:16 PM,16,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,RM8,0,19901044,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000028,BECONTREE,BECONTREE,,,547150,185650,,,London,Dagenham,398.0,Ilford,,,1.0,2.0,2.0,1.0,326.0
000407-01012017,1/1/17,2017,7:56:41 PM,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,RM10,0,19900813,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000041,VILLAGE,VILLAGE,,,549750,184550,,,London,Dagenham,421.0,Dagenham,,,1.0,1.0,1.0,1.0,326.0
000332-01012017,1/1/17,2017,4:14:32 PM,16,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,W5 2RJ,W5,12175306,20602194,E09000009,EALING,Ealing,E05000173,EALING BROADWAY,EALING BROADWAY,517386.0,180664.0,517350,180650,51.51271755,-0.309763566,London,Ealing,334.0,Acton,,,1.0,1.0,1.0,1.0,326.0
